experiment_name;document;query_key;csv_column;top_k;window_size;total_doc_chunks;fetched_chunks;coverage_pct;retrieved_chunk_ids;all_cosine_scores;avg_all_cosine;max_all_cosine;hit_cosine_scores;avg_hit_cosine;miss_cosine_scores;avg_miss_cosine;quotes_expected;quotes_found;hit_type;hit_score;reciprocal_rank;precision_at_k;rate_cosine_scores;principal_cosine_scores;outcome_cosine_scores;reasoning_cosine_scores;factors_cosine_scores;call1_chunks;call1_coverage;call2_chunks;call2_coverage;total_chunks;total_coverage
hybrid_weighted_a8_top5_w0;KS_Bratislava_1Cob_130_2019_00_dokument.pdf;per_call_coverage;;5;0;21;;;;;;;;;;;;;;;;;;;;;;9;41.3;9;57.1;12;66.6
hybrid_weighted_a8_top5_w0;NS_SR_1Obdo_66_2018_00_dokument.pdf;q1_combined;q1_context_quotes;5;0;27;6;58.2;"[""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_2"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_7"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_4"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_3"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_8"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_2"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_7"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_8"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_4"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_21""]";[0.016559, 0.016393, 0.016032, 0.015296, 0.015203, 0.016612, 0.016341, 0.016028, 0.015833, 0.015683];0.016;0.0166;[0.016559];0.0166;[0.016393, 0.016032, 0.015296, 0.015203, 0.015683];0.0157;3;3;PERFECT;1.0;1.0;0.1667;;;;;;;;;;;
hybrid_weighted_a8_top5_w0;NS_SR_1Obdo_66_2018_00_dokument.pdf;q2_combined;q2_penalty_quotes;5;0;27;7;60.3;"[""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_21"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_7"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_2"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_4"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_8"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_3"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_7"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_0"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_8"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_4""]";[0.016275, 0.01624, 0.016237, 0.015977, 0.01553, 0.015977, 0.015577, 0.015347, 0.014393, 0.014292];0.0156;0.0163;[0.015977];0.016;[0.016275, 0.01624, 0.016237, 0.01553, 0.015977, 0.015347];0.0159;1;1;PERFECT;1.0;0.25;0.1429;[0.016275, 0.01624, 0.016237, 0.015977, 0.01553];[0.015977, 0.015577, 0.015347, 0.014393, 0.014292];;;;;;;;;
hybrid_weighted_a8_top5_w0;NS_SR_1Obdo_66_2018_00_dokument.pdf;q3_combined;q3_moderation_quotes;5;0;27;8;66.4;"[""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_7"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_4"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_21"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_8"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_2"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_21"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_7"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_4"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_8"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_18"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_7"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_4"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_8"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_22"", ""NS_SR_1Obdo_66_2018_00_dokument.pdf_chunk_5""]";[0.016612, 0.016289, 0.015934, 0.015775, 0.015726, 0.016612, 0.016192, 0.016129, 0.015597, 0.015482, 0.016237, 0.015779, 0.015385, 0.015062, 0.014839];0.0158;0.0166;[0.016612, 0.016289];0.0165;[0.015934, 0.015775, 0.015726, 0.015482, 0.015062, 0.014839];0.0155;4;4;PERFECT;1.0;1.0;0.25;;;[0.016612, 0.016289, 0.015934, 0.015775, 0.015726];[0.016612, 0.016192, 0.016129, 0.015597, 0.015482];[0.016237, 0.015779, 0.015385, 0.015062, 0.014839];;;;;;
hybrid_weighted_a8_top5_w0;NS_SR_1Obdo_66_2018_00_dokument.pdf;per_call_coverage;;5;0;27;;;;;;;;;;;;;;;;;;;;;;7;60.3;8;66.4;10;74.2
hybrid_weighted_a8_top5_w0;NS_SR_1Obdo_72_2019_00_dokument.pdf;q1_combined;q1_context_quotes;5;0;40;7;20.9;"[""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_1"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_8"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_18"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_2"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_21"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_1"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_21"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_2"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_17"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_4""]";[0.016073, 0.015779, 0.015683, 0.015249, 0.014622, 0.016508, 0.01624, 0.016237, 0.015586, 0.015556];0.0158;0.0165;[0.016073, 0.015249];0.0157;[0.015779, 0.015683, 0.014622, 0.015586, 0.015556];0.0154;3;3;PERFECT;1.0;1.0;0.2857;;;;;;;;;;;
hybrid_weighted_a8_top5_w0;NS_SR_1Obdo_72_2019_00_dokument.pdf;q2_combined;q2_penalty_quotes;5;0;40;9;31.8;"[""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_4"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_11"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_5"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_8"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_1"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_22"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_8"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_3"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_9"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_19""]";[0.016612, 0.016289, 0.016237, 0.01564, 0.015485, 0.01641, 0.016028, 0.015932, 0.015729, 0.015293];0.016;0.0166;[0.016612];0.0166;[0.016289, 0.016237, 0.01564, 0.015485, 0.01641, 0.015932, 0.015729, 0.015293];0.0159;1;1;PERFECT;1.0;1.0;0.1111;[0.016612, 0.016289, 0.016237, 0.01564, 0.015485];[0.01641, 0.016028, 0.015932, 0.015729, 0.015293];;;;;;;;;
hybrid_weighted_a8_top5_w0;NS_SR_1Obdo_72_2019_00_dokument.pdf;q3_combined;q3_moderation_quotes;5;0;40;8;29.9;"[""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_4"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_11"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_22"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_8"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_5"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_11"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_4"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_9"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_19"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_35"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_11"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_5"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_8"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_35"", ""NS_SR_1Obdo_72_2019_00_dokument.pdf_chunk_19""]";[0.016508, 0.016393, 0.016028, 0.015924, 0.015833, 0.016667, 0.015401, 0.015206, 0.01468, 0.014671, 0.016612, 0.016448, 0.015438, 0.015246, 0.014643];0.0157;0.0167;[0.015833];0.0158;[0.016508, 0.016393, 0.016028, 0.015924, 0.015206, 0.01468, 0.014671];0.0156;5;5;PERFECT;1.0;0.2;0.125;;;[0.016508, 0.016393, 0.016028, 0.015924, 0.015833];[0.016667, 0.015401, 0.015206, 0.01468, 0.014671];[0.016612, 0.016448, 0.015438, 0.015246, 0.014643];;;;;;
hybrid_weighted_a8_top5_w0;NS_SR_1Obdo_72_2019_00_dokument.pdf;per_call_coverage;;5;0;40;;;;;;;;;;;;;;;;;;;;;;13;46.5;8;29.9;14;49.9
hybrid_weighted_a8_top5_w0;KS_Bratislava_2Co_380_2011_00_dokument.pdf;q1_combined;q1_context_quotes;5;0;17;6;72.8;"[""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_3"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_1"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_5"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_4"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_0"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_3"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_5"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_0"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_1"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_2""]";[0.016458, 0.016448, 0.015873, 0.01576, 0.015726, 0.016559, 0.01624, 0.016182, 0.016032, 0.015675];0.0161;0.0166;[0.016448, 0.015726];0.0161;[0.016458, 0.015873, 0.01576, 0.015675];0.0159;3;3;PERFECT;1.0;0.5;0.3333;;;;;;;;;;;
hybrid_weighted_a8_top5_w0;KS_Bratislava_2Co_380_2011_00_dokument.pdf;q2_combined;q2_penalty_quotes;5;0;17;9;84.6;"[""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_2"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_1"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_4"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_0"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_3"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_8"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_11"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_0"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_13"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_10""]";[0.016612, 0.016448, 0.016078, 0.015924, 0.015577, 0.016275, 0.015932, 0.015924, 0.015643, 0.015357];0.016;0.0166;[0.016448];0.0164;[0.016612, 0.016078, 0.015924, 0.015577, 0.016275, 0.015932, 0.015643, 0.015357];0.0159;4;4;PERFECT;1.0;0.5;0.1111;[0.016612, 0.016448, 0.016078, 0.015924, 0.015577];[0.016275, 0.015932, 0.015924, 0.015643, 0.015357];;;;;;;;;
hybrid_weighted_a8_top5_w0;KS_Bratislava_2Co_380_2011_00_dokument.pdf;q3_combined;q3_moderation_quotes;5;0;17;9;80.0;"[""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_15"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_2"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_1"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_3"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_0"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_3"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_1"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_2"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_11"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_14"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_11"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_12"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_1"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_2"", ""KS_Bratislava_2Co_380_2011_00_dokument.pdf_chunk_13""]";[0.016192, 0.016028, 0.015924, 0.015675, 0.015455, 0.016237, 0.016232, 0.016145, 0.015873, 0.015726, 0.016145, 0.016073, 0.015726, 0.015641, 0.015401];0.0159;0.0162;[0.016028];0.016;[0.016192, 0.015924, 0.015675, 0.015455, 0.015873, 0.015726, 0.016073, 0.015401];0.0158;4;3;PARTIAL;0.75;0.3333;0.1111;;;[0.016192, 0.016028, 0.015924, 0.015675, 0.015455];[0.016237, 0.016232, 0.016145, 0.015873, 0.015726];[0.016145, 0.016073, 0.015726, 0.015641, 0.015401];;;;;;
hybrid_weighted_a8_top5_w0;KS_Bratislava_2Co_380_2011_00_dokument.pdf;per_call_coverage;;5;0;17;;;;;;;;;;;;;;;;;;;;;;10;91.1;9;80.0;13;94.3
hybrid_weighted_a8_top5_w0;KS_Trenčín_8Cob_64_2011_00_dokument.pdf;q1_combined;q1_context_quotes;5;0;20;6;50.9;"[""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_8"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_10"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_5"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_4"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_9"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_2"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_10"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_8"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_4"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_5""]";[0.01624, 0.016073, 0.016032, 0.015934, 0.015779, 0.016393, 0.016364, 0.016028, 0.015873, 0.015641];0.016;0.0164;[0.016393];0.0164;[0.01624, 0.016073, 0.016032, 0.015934, 0.015779];0.016;3;2;PARTIAL;0.6667;1.0;0.1667;;;;;;;;;;;
hybrid_weighted_a8_top5_w0;KS_Trenčín_8Cob_64_2011_00_dokument.pdf;q2_combined;q2_penalty_quotes;5;0;20;8;67.5;"[""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_12"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_11"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_4"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_14"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_5"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_3"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_12"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_5"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_13"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_15""]";[0.016364, 0.016289, 0.016032, 0.015802, 0.015533, 0.016667, 0.015854, 0.015729, 0.015606, 0.015485];0.0159;0.0167;[0.015533];0.0155;[0.016364, 0.016289, 0.016032, 0.015802, 0.016667, 0.015606, 0.015485];0.016;2;1;PARTIAL;0.5;0.1429;0.125;[0.016364, 0.016289, 0.016032, 0.015802, 0.015533];[0.016667, 0.015854, 0.015729, 0.015606, 0.015485];;;;;;;;;
hybrid_weighted_a8_top5_w0;KS_Trenčín_8Cob_64_2011_00_dokument.pdf;q3_combined;q3_moderation_quotes;5;0;20;10;70.6;"[""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_14"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_15"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_16"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_8"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_12"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_5"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_4"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_13"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_16"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_17"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_5"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_11"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_4"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_15"", ""KS_Tren\u010d\u00edn_8Cob_64_2011_00_dokument.pdf_chunk_14""]";[0.016559, 0.016289, 0.015775, 0.01576, 0.015485, 0.016667, 0.016192, 0.016028, 0.015515, 0.015482, 0.016559, 0.016289, 0.016182, 0.015823, 0.015641];0.016;0.0167;[0.016559, 0.015775, 0.016289];0.0162;[0.016289, 0.01576, 0.015485, 0.016667, 0.016192, 0.016028, 0.015482];0.016;4;4;PERFECT;1.0;0.5;0.3;;;[0.016559, 0.016289, 0.015775, 0.01576, 0.015485];[0.016667, 0.016192, 0.016028, 0.015515, 0.015482];[0.016559, 0.016289, 0.016182, 0.015823, 0.015641];;;;;;
hybrid_weighted_a8_top5_w0;KS_Trenčín_8Cob_64_2011_00_dokument.pdf;per_call_coverage;;5;0;20;;;;;;;;;;;;;;;;;;;;;;12;82.2;10;70.6;14;87.1
hybrid_weighted_a8_top5_w0;KS_Trenčín_8Cob_258_2014_00_dokument.pdf;q1_combined;q1_context_quotes;5;0;17;5;83.0;"[""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_2"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_3"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_1"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_0"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_10"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_0"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_1"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_2"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_3"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_10""]";[0.016559, 0.016393, 0.016078, 0.016032, 0.01553, 0.016667, 0.016393, 0.016078, 0.015924, 0.015625];0.0161;0.0167;[0.016032];0.016;[0.016559, 0.016393, 0.016078, 0.01553];0.0161;3;3;PERFECT;1.0;0.25;0.2;;;;;;;;;;;
hybrid_weighted_a8_top5_w0;KS_Trenčín_8Cob_258_2014_00_dokument.pdf;q2_combined;q2_penalty_quotes;5;0;17;6;85.5;"[""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_10"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_1"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_3"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_2"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_0"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_10"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_3"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_1"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_2"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_12""]";[0.016458, 0.016393, 0.016129, 0.015873, 0.015833, 0.016508, 0.01624, 0.016182, 0.015924, 0.015278];0.0161;0.0165;[0.015833];0.0158;[0.016458, 0.016393, 0.016129, 0.015873, 0.015278];0.016;2;2;PERFECT;1.0;0.2;0.1667;[0.016458, 0.016393, 0.016129, 0.015873, 0.015833];[0.016508, 0.01624, 0.016182, 0.015924, 0.015278];;;;;;;;;
hybrid_weighted_a8_top5_w0;KS_Trenčín_8Cob_258_2014_00_dokument.pdf;q3_combined;q3_moderation_quotes;5;0;17;6;85.5;"[""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_3"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_10"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_2"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_1"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_0"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_2"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_10"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_1"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_3"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_12"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_10"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_3"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_2"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_1"", ""KS_Tren\u010d\u00edn_8Cob_258_2014_00_dokument.pdf_chunk_0""]";[0.016458, 0.016289, 0.016182, 0.016032, 0.015726, 0.016667, 0.016393, 0.015934, 0.01564, 0.015296, 0.016458, 0.016393, 0.016237, 0.015924, 0.015482];0.0161;0.0167;[0.016032, 0.015726];0.0159;[0.016458, 0.016289, 0.016182, 0.015296];0.0161;4;4;PERFECT;1.0;0.25;0.3333;;;[0.016458, 0.016289, 0.016182, 0.016032, 0.015726];[0.016667, 0.016393, 0.015934, 0.01564, 0.015296];[0.016458, 0.016393, 0.016237, 0.015924, 0.015482];;;;;;
hybrid_weighted_a8_top5_w0;KS_Trenčín_8Cob_258_2014_00_dokument.pdf;per_call_coverage;;5;0;17;;;;;;;;;;;;;;;;;;;;;;6;85.5;6;85.5;6;85.5
hybrid_weighted_a8_top5_w0;KS_Trnava_32Cob_3_2021_00_dokument.pdf;q1_combined;q1_context_quotes;5;0;28;6;26.4;"[""KS_Trnava_32Cob_3_2021_00_dokument.pdf_chunk_15"", ""KS_Trnava_32Cob_3_2021_00_dokument.pdf_chunk_1"", ""KS_Trnava_32Cob_3_2021_00_dokument.pdf_chunk_16"", ""KS_Trnava_32Cob_3_2021_00_dokument.pdf_chunk_20"", ""KS_Trnava_32Cob_3_2021_00_dokument.pdf_chunk_11"", ""KS_Trnava_32Cob_3_2021_00_dokument.pdf_chunk_15"", ""KS_Trnava_32Cob_3_2021_00_dokument.pdf_chunk_16"", ""KS_Trnava_32Cob_3_2021_00_dokument.pdf_chunk_11"", ""KS_Trnava_32Cob_3_2021_00_dokument.pdf_chunk_12"", ""KS_Trnava_32Cob_3_2021_00_dokument.pdf_chunk_20""]";[0.016458, 0.016032, 0.016013, 0.015888, 0.0154, 0.016612, 0.016129, 0.016056, 0.015775, 0.01553];0.016;0.0166;[0.016032];0.016;[0.016458, 0.016013, 0.015888, 0.0154, 0.015775];0.0159;3;3;PERFECT;1.0;0.5;0.1667;;;;;;;;;;;
hybrid_weighted_a8_top5_w0;KS_Trnava_32Cob_3_2021_00_dokument.pdf;q2_combined;q2_penalty_quotes;5;0;28;8;43.4;"[""KS_Trnava_32Cob_3_2021_00_dokument.pdf_chunk_17"", ""KS_Trnava_32Cob_3_2021_00_dokument.pdf_chunk_19"", ""KS_Trnava_32Cob_3_2021_00_dokument.pdf_chunk_21"", ""KS_Trnava_32Cob_3_2021_00_dokument.pdf_chunk_13"", ""KS_Trnava_32Cob_3_2021_00_dokument.pdf_chunk_9"", ""KS_Trnava_32Cob_3_2021_00_dokument.pdf_chunk_17"", ""KS_Trnava_32Cob_3_2021_00_dokument.pdf_chunk_15"", ""KS_Trnava_32Cob_3_2021_00_dokument.pdf_chunk_19"", ""KS_Trnava_32Cob_3_2021_00_dokument.pdf_chunk_20"", ""KS_Trnava_32Cob_3_2021_00_dokument.pdf_chunk_4""]";[0.016275, 0.01624, 0.015802, 0.015515, 0.015278, 0.01615, 0.016056, 0.015873, 0.015681, 0.015098];0.0158;0.0163;[];;[0.016275, 0.01624, 0.015802, 0.015515, 0.015278, 0.016056, 0.015681, 0.015098];0.0157;3;0;MISS;0.0;0.0;0.0;[0.016275, 0.01624, 0.015802, 0.015515, 0.015278];[0.01615, 0.016056, 0.015873, 0.015681, 0.015098];;;;;;;;;
